instrument,event_ID,original_time_s,quarter_ID,Bass_provenance,role,PLP_indexing_offset_ms,system,render_x_s,additional_visual
DRUM,F_MIX_00281,54.427573696145124,Q149,,QUARTER_FIT_OBSERVATION,0E-15,2,54.427573696145124,False
DRUM,F_MIX_00280,54.34630385487528,Q149,,ADDITIONAL_EVENT,-81.269841269844000,2,54.34630385487528,True
DRUM,F_MIX_00283,54.78748299319728,Q150,,QUARTER_FIT_OBSERVATION,-11.60997732426000,2,54.78748299319728,False
DRUM,F_MIX_00284,55.147392290249435,Q151,,QUARTER_FIT_OBSERVATION,-23.219954648525000,2,55.147392290249435,False
DRUM,F_MIX_00285,55.50730158730159,Q152,,QUARTER_FIT_OBSERVATION,-34.82993197279000,2,55.50730158730159,False
DRUM,F_MIX_00287,55.878820861678,Q153,,QUARTER_FIT_OBSERVATION,-11.60997732427000,2,55.878820861678,False
DRUM,F_MIX_00289,56.23873015873016,Q154,,QUARTER_FIT_OBSERVATION,-23.21995464853000,2,56.23873015873016,False
DRUM,F_MIX_00291,56.610249433106574,Q155,,QUARTER_FIT_OBSERVATION,0E-15,2,56.610249433106574,False
DRUM,F_MIX_00290,56.52897959183674,Q155,,ADDITIONAL_EVENT,-81.269841269834000,2,56.52897959183674,True
DRUM,F_MIX_00292,56.95854875283447,Q156,,QUARTER_FIT_OBSERVATION,-23.21995464852000,2,56.95854875283447,False
DRUM,F_MIX_00293,57.225578231292516,Q157,,QUARTER_FIT_OBSERVATION,-104.489795918369000,2,57.225578231292516,False
DRUM,F_MIX_00295,57.68997732426304,Q158,,QUARTER_FIT_OBSERVATION,11.60997732426000,2,57.68997732426304,False
DRUM,F_MIX_00296,57.96861678004535,Q159,,QUARTER_FIT_OBSERVATION,-58.049886621314000,2,57.96861678004535,False
DRUM,F_MIX_00297,58.10793650793651,Q159,,ADDITIONAL_EVENT,81.269841269846000,2,58.10793650793651,True
DRUM,F_MIX_00298,58.38657596371882,Q160,,QUARTER_FIT_OBSERVATION,-11.60997732426000,2,58.38657596371882,False
DRUM,F_MIX_00299,58.42140589569161,Q160,,ADDITIONAL_EVENT,23.21995464853000,2,58.42140589569161,True
DRUM,F_MIX_00300,58.700045351473925,Q161,,QUARTER_FIT_OBSERVATION,-46.439909297049000,2,58.700045351473925,False
DRUM,F_MIX_00301,58.792925170068024,Q161,,ADDITIONAL_EVENT,46.439909297050000,2,58.792925170068024,True
DRUM,F_MIX_00303,59.15283446712018,Q162,,QUARTER_FIT_OBSERVATION,34.82993197279000,2,59.15283446712018,False
BASS,HF035,59.519727891156464,Q163,B,QUARTER_FIT_OBSERVATION,53.424036281179000,3,59.519727891156464,False
BASS,HF036,59.90485260770975,Q164,B,QUARTER_FIT_OBSERVATION,67.02947845805000,3,59.90485260770975,False
BASS,HF037,60.23609977324263,Q165,B,QUARTER_FIT_OBSERVATION,26.75736961451000,3,60.23609977324263,False
BASS,HF038,60.60526077097506,Q166,B,QUARTER_FIT_OBSERVATION,24.39909297052000,3,60.60526077097506,False
BASS,HF039,61.06585034013606,Q167,A,QUARTER_FIT_OBSERVATION,136.689342403636000,3,61.06585034013606,False
BASS,HF040,61.66848072562358,Q169,A,QUARTER_FIT_OBSERVATION,-26.938775510204000,3,61.66848072562358,False
BASS,HF042,62.051972789115645,Q170,B,QUARTER_FIT_OBSERVATION,-14.965986394555000,3,62.051972789115645,False
BASS,HF041,62.015691609977324,Q170,A,ADDITIONAL_EVENT,-51.247165532876000,3,62.015691609977324,True
BASS,HF043,62.92575011337868,Q172,C,QUARTER_FIT_OBSERVATION,115.77278911564000,3,62.92575011337868,False
BASS,HF044,63.31174603174603,Q173,A,QUARTER_FIT_OBSERVATION,130.249433106575000,3,63.31174603174603,False
BASS,HF045,63.90775510204082,Q175,B,QUARTER_FIT_OBSERVATION,6.439909297054000,3,63.90775510204082,False
BASS,HF046,64.43020408163265,Q176,A,QUARTER_FIT_OBSERVATION,157.36961451247000,3,64.43020408163265,False
BASS,HF047,64.76244897959184,Q177,A,QUARTER_FIT_OBSERVATION,141.31519274376000,3,64.76244897959184,False
BASS,HF048,64.96698412698413,Q178,A,QUARTER_FIT_OBSERVATION,-25.66893424036000,3,64.96698412698413,False
BASS,HF049,65.33052154195012,Q179,B,QUARTER_FIT_OBSERVATION,-10.43083900227000,3,65.33052154195012,False
DRUM,F_MIX_00305,59.5243537414966,Q163,,QUARTER_FIT_OBSERVATION,58.049886621315000,3,59.5243537414966,False
DRUM,F_MIX_00306,59.88426303854875,Q164,,QUARTER_FIT_OBSERVATION,46.43990929705000,3,59.88426303854875,False
DRUM,F_MIX_00317,61.61414965986395,Q169,,QUARTER_FIT_OBSERVATION,-81.269841269834000,3,61.61414965986395,False
DRUM,F_MIX_00321,62.43845804988662,Q171,,QUARTER_FIT_OBSERVATION,0E-14,3,62.43845804988662,False
DRUM,F_MIX_00326,63.54140589569161,Q174,,QUARTER_FIT_OBSERVATION,11.60997732426000,3,63.54140589569161,False
DRUM,F_MIX_00325,63.46013605442177,Q174,,ADDITIONAL_EVENT,-69.65986394558000,3,63.46013605442177,True
DRUM,F_MIX_00327,63.80843537414966,Q175,,QUARTER_FIT_OBSERVATION,-92.879818594106000,3,63.80843537414966,False
DRUM,F_MIX_00328,64.24961451247165,Q176,,QUARTER_FIT_OBSERVATION,-23.21995464853000,3,64.24961451247165,False
DRUM,F_MIX_00330,64.62113378684808,Q177,,QUARTER_FIT_OBSERVATION,0E-14,3,64.62113378684808,False
DRUM,F_MIX_00329,64.51664399092971,Q177,,ADDITIONAL_EVENT,-104.48979591837000,3,64.51664399092971,True
DRUM,F_MIX_00332,64.98104308390023,Q178,,QUARTER_FIT_OBSERVATION,-11.60997732426000,3,64.98104308390023,False
BASS,HF050,66.05850340136055,Q181,A,QUARTER_FIT_OBSERVATION,-2.26757369613000,4,66.05850340136055,False
BASS,HF051,66.42163718820862,Q182,C,QUARTER_FIT_OBSERVATION,12.56689342404000,4,66.42163718820862,False
BASS,HF052,66.77886621315193,Q183,A,QUARTER_FIT_OBSERVATION,-1.72335600907000,4,66.77886621315193,False
BASS,HF053,66.96859002267574,Q184,C,QUARTER_FIT_OBSERVATION,-160.29886621316000,4,66.96859002267574,False
BASS,HF054,67.48861678004535,Q185,B,QUARTER_FIT_OBSERVATION,11.42857142857000,4,67.48861678004535,False
BASS,HF055,67.94321995464853,Q186,A,QUARTER_FIT_OBSERVATION,94.51247165534000,4,67.94321995464853,False
BASS,HF056,68.16441768707483,Q187,C,QUARTER_FIT_OBSERVATION,-32.58911564626000,4,68.16441768707483,False
BASS,HF057,68.50110702947846,Q188,C,QUARTER_FIT_OBSERVATION,-67.41904761904000,4,68.50110702947846,False
BASS,HF058,68.96426303854875,Q189,B,QUARTER_FIT_OBSERVATION,47.43764172335000,4,68.96426303854875,False
BASS,HF059,69.28025941043084,Q190,C,QUARTER_FIT_OBSERVATION,-8.08526077097000,4,69.28025941043084,False
BASS,HF060,69.65632653061225,Q191,A,QUARTER_FIT_OBSERVATION,19.68253968255000,4,69.65632653061225,False
BASS,HF061,70.00589569160998,Q192,B,QUARTER_FIT_OBSERVATION,20.95238095238000,4,70.00589569160998,False
BASS,HF062,70.36907029478458,Q193,B,QUARTER_FIT_OBSERVATION,12.60770975057000,4,70.36907029478458,False
BASS,HF063,70.72526077097505,Q194,B,QUARTER_FIT_OBSERVATION,20.49886621314000,4,70.72526077097505,False
DRUM,F_MIX_00334,65.34095238095239,Q179,,QUARTER_FIT_OBSERVATION,0E-14,4,65.34095238095239,False
DRUM,F_MIX_00335,65.70086167800453,Q180,,QUARTER_FIT_OBSERVATION,11.60997732426000,4,65.70086167800453,False
DRUM,F_MIX_00339,66.69931972789115,Q183,,QUARTER_FIT_OBSERVATION,-81.26984126985000,4,66.69931972789115,False
DRUM,F_MIX_00343,67.5004081632653,Q185,,QUARTER_FIT_OBSERVATION,23.21995464852000,4,67.5004081632653,False
DRUM,F_MIX_00345,67.87192743764173,Q186,,QUARTER_FIT_OBSERVATION,23.21995464854000,4,67.87192743764173,False
DRUM,F_MIX_00347,68.20861678004535,Q187,,QUARTER_FIT_OBSERVATION,11.60997732426000,4,68.20861678004535,False
DRUM,F_MIX_00346,68.1621768707483,Q187,,ADDITIONAL_EVENT,-34.82993197279000,4,68.1621768707483,True
DRUM,F_MIX_00351,68.84716553287981,Q189,,QUARTER_FIT_OBSERVATION,-69.65986394559000,4,68.84716553287981,False
DRUM,F_MIX_00355,69.64825396825397,Q191,,QUARTER_FIT_OBSERVATION,11.60997732427000,4,69.64825396825397,False
DRUM,F_MIX_00357,70.01977324263038,Q192,,QUARTER_FIT_OBSERVATION,34.82993197278000,4,70.01977324263038,False
DRUM,F_MIX_00359,70.37968253968253,Q193,,QUARTER_FIT_OBSERVATION,23.21995464852000,4,70.37968253968253,False
DRUM,F_MIX_00361,70.75120181405896,Q194,,QUARTER_FIT_OBSERVATION,46.43990929705000,4,70.75120181405896,False
DRUM,F_MIX_00360,70.64671201814059,Q194,,ADDITIONAL_EVENT,-58.04988662132000,4,70.64671201814059,True
DRUM,F_MIX_00362,70.99501133786848,Q195,,OUTSIDE_ANALYSIS_INDEX_DOMAIN,-81.26984126984000,4,70.99501133786848,True
