event_id,stem,timestamp_s,sample_index,in_scope,identity,asset_sha256,source_identity
DRUMS_01042,drums,270.90721088435373,11947008,True,SEPARATOR_DRUMS_STEM,88faa9bd504e4253b9e17da5e8ddd3b5fdc310abb542c2ac493a656752546290,1cfc00dd-5652-5792-83a6-c1195da87b63
DRUMS_01043,drums,271.0117006802721,11951616,True,SEPARATOR_DRUMS_STEM,88faa9bd504e4253b9e17da5e8ddd3b5fdc310abb542c2ac493a656752546290,1cfc00dd-5652-5792-83a6-c1195da87b63
DRUMS_01044,drums,271.11619047619047,11956224,True,SEPARATOR_DRUMS_STEM,88faa9bd504e4253b9e17da5e8ddd3b5fdc310abb542c2ac493a656752546290,1cfc00dd-5652-5792-83a6-c1195da87b63
DRUMS_01045,drums,271.36,11966976,True,SEPARATOR_DRUMS_STEM,88faa9bd504e4253b9e17da5e8ddd3b5fdc310abb542c2ac493a656752546290,1cfc00dd-5652-5792-83a6-c1195da87b63
DRUMS_01046,drums,271.75473922902495,11984384,True,SEPARATOR_DRUMS_STEM,88faa9bd504e4253b9e17da5e8ddd3b5fdc310abb542c2ac493a656752546290,1cfc00dd-5652-5792-83a6-c1195da87b63
DRUMS_01047,drums,272.1146485260771,12000256,True,SEPARATOR_DRUMS_STEM,88faa9bd504e4253b9e17da5e8ddd3b5fdc310abb542c2ac493a656752546290,1cfc00dd-5652-5792-83a6-c1195da87b63
DRUMS_01048,drums,272.5209977324263,12018176,True,SEPARATOR_DRUMS_STEM,88faa9bd504e4253b9e17da5e8ddd3b5fdc310abb542c2ac493a656752546290,1cfc00dd-5652-5792-83a6-c1195da87b63
DRUMS_01049,drums,272.7764172335601,12029440,True,SEPARATOR_DRUMS_STEM,88faa9bd504e4253b9e17da5e8ddd3b5fdc310abb542c2ac493a656752546290,1cfc00dd-5652-5792-83a6-c1195da87b63
DRUMS_01050,drums,272.89251700680273,12034560,True,SEPARATOR_DRUMS_STEM,88faa9bd504e4253b9e17da5e8ddd3b5fdc310abb542c2ac493a656752546290,1cfc00dd-5652-5792-83a6-c1195da87b63
DRUMS_01051,drums,273.25242630385486,12050432,True,SEPARATOR_DRUMS_STEM,88faa9bd504e4253b9e17da5e8ddd3b5fdc310abb542c2ac493a656752546290,1cfc00dd-5652-5792-83a6-c1195da87b63
DRUMS_01052,drums,273.4962358276644,12061184,True,SEPARATOR_DRUMS_STEM,88faa9bd504e4253b9e17da5e8ddd3b5fdc310abb542c2ac493a656752546290,1cfc00dd-5652-5792-83a6-c1195da87b63
DRUMS_01053,drums,273.6239455782313,12066816,True,SEPARATOR_DRUMS_STEM,88faa9bd504e4253b9e17da5e8ddd3b5fdc310abb542c2ac493a656752546290,1cfc00dd-5652-5792-83a6-c1195da87b63
DRUMS_01054,drums,273.89097505668934,12078592,True,SEPARATOR_DRUMS_STEM,88faa9bd504e4253b9e17da5e8ddd3b5fdc310abb542c2ac493a656752546290,1cfc00dd-5652-5792-83a6-c1195da87b63
DRUMS_01055,drums,274.007074829932,12083712,True,SEPARATOR_DRUMS_STEM,88faa9bd504e4253b9e17da5e8ddd3b5fdc310abb542c2ac493a656752546290,1cfc00dd-5652-5792-83a6-c1195da87b63
DRUMS_01056,drums,274.75011337868483,12116480,True,SEPARATOR_DRUMS_STEM,88faa9bd504e4253b9e17da5e8ddd3b5fdc310abb542c2ac493a656752546290,1cfc00dd-5652-5792-83a6-c1195da87b63
DRUMS_01057,drums,275.1332426303855,12133376,True,SEPARATOR_DRUMS_STEM,88faa9bd504e4253b9e17da5e8ddd3b5fdc310abb542c2ac493a656752546290,1cfc00dd-5652-5792-83a6-c1195da87b63
DRUMS_01058,drums,275.5047619047619,12149760,True,SEPARATOR_DRUMS_STEM,88faa9bd504e4253b9e17da5e8ddd3b5fdc310abb542c2ac493a656752546290,1cfc00dd-5652-5792-83a6-c1195da87b63
