quarter_id,quarter_timestamp,global_winner_id,global_state,BASS_candidate_N,BASS_id,BASS_timestamp,BASS_state,BASS_offset_ms,BASS_old_role,BASS_tie_ids,DRUM_candidate_N,DRUM_id,DRUM_timestamp,DRUM_state,DRUM_offset_ms,DRUM_old_role,DRUM_tie_ids,status,distinct_candidate_combination_exists,BASS_DRUM_PAIR,DRUM_MINUS_BASS_MS
336,122.32272108843537,F_MIX_00602,SELECTED,1,F_MIX_00602,122.33433106575964,BASS_AND_DRUM_SUPPORTED,11.60997732427000,PRIMARY,[],1,F_MIX_00602,122.33433106575964,BASS_AND_DRUM_SUPPORTED,11.60997732427000,PRIMARY,[],SHARED_DUAL_MARKER,False,UNRESOLVED,
337,122.6942403628118,F_MIX_00603,SELECTED,1,F_MIX_00603,122.70585034013605,BASS_AND_DRUM_SUPPORTED,11.60997732425000,PRIMARY,[],1,F_MIX_00603,122.70585034013605,BASS_AND_DRUM_SUPPORTED,11.60997732425000,PRIMARY,[],SHARED_DUAL_MARKER,False,UNRESOLVED,
338,123.06575963718821,F_MIX_00604,SELECTED,1,F_MIX_00604,123.05414965986395,BASS_AND_DRUM_SUPPORTED,-11.60997732426000,PRIMARY,[],1,F_MIX_00604,123.05414965986395,BASS_AND_DRUM_SUPPORTED,-11.60997732426000,PRIMARY,[],SHARED_DUAL_MARKER,False,UNRESOLVED,
339,123.4140589569161,F_MIX_00606,SELECTED,1,F_MIX_00606,123.42566893424036,BASS_AND_DRUM_SUPPORTED,11.60997732426000,PRIMARY,[],2,F_MIX_00606,123.42566893424036,BASS_AND_DRUM_SUPPORTED,11.60997732426000,PRIMARY,[],SHARED_DUAL_MARKER,True,UNRESOLVED,
340,123.78557823129252,F_MIX_00608,SELECTED,1,F_MIX_00608,123.79718820861677,BASS_AND_DRUM_SUPPORTED,11.60997732425000,PRIMARY,[],1,F_MIX_00608,123.79718820861677,BASS_AND_DRUM_SUPPORTED,11.60997732425000,PRIMARY,[],SHARED_DUAL_MARKER,False,UNRESOLVED,
341,124.1338775510204,F_MIX_00610,SELECTED,1,F_MIX_00610,124.15709750566893,BASS_AND_DRUM_SUPPORTED,23.21995464853000,PRIMARY,[],1,F_MIX_00610,124.15709750566893,BASS_AND_DRUM_SUPPORTED,23.21995464853000,PRIMARY,[],SHARED_DUAL_MARKER,False,UNRESOLVED,
342,124.50539682539683,F_MIX_00612,SELECTED,1,F_MIX_00612,124.52861678004535,BASS_AND_DRUM_SUPPORTED,23.21995464852000,PRIMARY,[],2,F_MIX_00612,124.52861678004535,BASS_AND_DRUM_SUPPORTED,23.21995464852000,PRIMARY,[],SHARED_DUAL_MARKER,True,UNRESOLVED,
343,124.85369614512472,F_MIX_00613,SELECTED,1,F_MIX_00613,124.87691609977324,BASS_AND_DRUM_SUPPORTED,23.21995464852000,PRIMARY,[],1,F_MIX_00613,124.87691609977324,BASS_AND_DRUM_SUPPORTED,23.21995464852000,PRIMARY,[],SHARED_DUAL_MARKER,False,UNRESOLVED,
344,125.22521541950114,F_MIX_00615,SELECTED,1,F_MIX_00615,125.2368253968254,BASS_AND_DRUM_SUPPORTED,11.60997732426000,PRIMARY,[],1,F_MIX_00615,125.2368253968254,BASS_AND_DRUM_SUPPORTED,11.60997732426000,PRIMARY,[],SHARED_DUAL_MARKER,False,UNRESOLVED,
345,125.57351473922903,F_MIX_00616,SELECTED,1,F_MIX_00616,125.58512471655328,BASS_AND_DRUM_SUPPORTED,11.60997732425000,PRIMARY,[],1,F_MIX_00616,125.58512471655328,BASS_AND_DRUM_SUPPORTED,11.60997732425000,PRIMARY,[],SHARED_DUAL_MARKER,False,UNRESOLVED,
346,125.94503401360544,F_MIX_00618,SELECTED,1,F_MIX_00618,125.9914739229025,BASS_SUPPORTED,46.43990929706000,PRIMARY,[],1,F_MIX_00617,125.85215419501134,DRUM_SUPPORTED,-92.87981859410000,CONTEXT,[],DISTINCT_PAIR,True,RESOLVED_OBSERVABLE,-139.31972789116000
347,126.29333333333334,F_MIX_00620,SELECTED,1,F_MIX_00620,126.30494331065759,BASS_AND_DRUM_SUPPORTED,11.60997732425000,PRIMARY,[],1,F_MIX_00620,126.30494331065759,BASS_AND_DRUM_SUPPORTED,11.60997732425000,PRIMARY,[],SHARED_DUAL_MARKER,False,UNRESOLVED,
348,126.66485260770975,F_MIX_00621,SELECTED,1,F_MIX_00621,126.65324263038549,BASS_AND_DRUM_SUPPORTED,-11.60997732426000,PRIMARY,[],2,F_MIX_00621,126.65324263038549,BASS_AND_DRUM_SUPPORTED,-11.60997732426000,PRIMARY,[],SHARED_DUAL_MARKER,True,UNRESOLVED,
349,127.01315192743765,F_MIX_00624,SELECTED,0,,,,,,[],1,F_MIX_00624,127.0247619047619,DRUM_SUPPORTED,11.60997732425000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
350,127.36145124716553,F_MIX_00626,SELECTED,0,,,,,,[],2,F_MIX_00626,127.39628117913833,DRUM_SUPPORTED,34.82993197280000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
351,127.73297052154194,F_MIX_00628,SELECTED,0,,,,,,[],1,F_MIX_00628,127.74458049886621,DRUM_SUPPORTED,11.60997732427000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
352,128.08126984126983,F_MIX_00630,SELECTED,0,,,,,,[],1,F_MIX_00630,128.1277097505669,DRUM_SUPPORTED,46.43990929707000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
353,128.45278911564625,F_MIX_00632,SELECTED,0,,,,,,[],1,F_MIX_00632,128.4992290249433,DRUM_SUPPORTED,46.43990929705000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
354,128.80108843537414,F_MIX_00633,SELECTED,0,,,,,,[],0,,,,,,[],NEITHER,False,UNRESOLVED,
355,129.17260770975057,F_MIX_00635,SELECTED,0,,,,,,[],1,F_MIX_00635,129.20743764172335,DRUM_SUPPORTED,34.82993197278000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
356,129.52090702947845,F_MIX_00637,SELECTED,0,,,,,,[],1,F_MIX_00637,129.4744671201814,DRUM_SUPPORTED,-46.43990929705000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
357,129.89242630385488,F_MIX_00639,SELECTED,0,,,,,,[],2,F_MIX_00639,129.92725623582766,DRUM_SUPPORTED,34.82993197278000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
358,130.24072562358276,F_MIX_00640,SELECTED,0,,,,,,[],1,F_MIX_00640,130.2871655328798,DRUM_SUPPORTED,46.43990929704000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
359,130.6122448979592,F_MIX_00642,SELECTED,0,,,,,,[],2,F_MIX_00642,130.6354648526077,DRUM_SUPPORTED,23.2199546485000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
360,130.96054421768707,F_MIX_00644,SELECTED,0,,,,,,[],2,F_MIX_00644,130.9489342403628,DRUM_SUPPORTED,-11.60997732427000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
361,131.3320634920635,F_MIX_00647,SELECTED,0,,,,,,[],0,,,,,,[],NEITHER,False,UNRESOLVED,
362,131.68036281179138,F_MIX_00648,SELECTED,0,,,,,,[],1,F_MIX_00648,131.59909297052155,DRUM_SUPPORTED,-81.26984126983000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
363,132.0518820861678,F_MIX_00649,SELECTED,0,,,,,,[],1,F_MIX_00649,132.0867120181406,DRUM_SUPPORTED,34.8299319728000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
364,132.4001814058957,F_MIX_00651,SELECTED,0,,,,,,[],2,F_MIX_00651,132.44662131519274,DRUM_SUPPORTED,46.43990929704000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
365,132.77170068027212,F_MIX_00653,SELECTED,0,,,,,,[],1,F_MIX_00653,132.78331065759636,DRUM_SUPPORTED,11.60997732424000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
366,133.12,F_MIX_00654,SELECTED,0,,,,,,[],0,,,,,,[],NEITHER,False,UNRESOLVED,
367,133.49151927437643,F_MIX_00656,SELECTED,0,,,,,,[],1,F_MIX_00656,133.51473922902494,DRUM_SUPPORTED,23.21995464851000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
368,133.83981859410432,F_MIX_00658,SELECTED,0,,,,,,[],1,F_MIX_00658,133.86303854875283,DRUM_SUPPORTED,23.21995464851000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
369,134.2113378684807,F_MIX_00660,SELECTED,0,,,,,,[],1,F_MIX_00660,134.22294784580498,DRUM_SUPPORTED,11.60997732428000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
370,134.55963718820863,F_MIX_00661,SELECTED,0,,,,,,[],0,,,,,,[],NEITHER,False,UNRESOLVED,
371,134.93115646258502,F_MIX_00662,SELECTED,0,,,,,,[],1,F_MIX_00662,134.93115646258502,DRUM_SUPPORTED,0E-14,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
372,135.27945578231294,F_MIX_00663,SELECTED,0,,,,,,[],1,F_MIX_00663,135.30267573696145,DRUM_SUPPORTED,23.21995464851000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
373,135.65097505668933,F_MIX_00664,SELECTED,0,,,,,,[],1,F_MIX_00664,135.6625850340136,DRUM_SUPPORTED,11.60997732427000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
374,135.99927437641725,F_MIX_00665,SELECTED,0,,,,,,[],1,F_MIX_00665,136.0108843537415,DRUM_SUPPORTED,11.60997732425000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
375,136.37079365079364,F_MIX_00666,SELECTED,0,,,,,,[],2,F_MIX_00666,136.35918367346937,DRUM_SUPPORTED,-11.60997732427000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
376,136.71909297052153,F_MIX_00668,SELECTED,0,,,,,,[],1,F_MIX_00668,136.74231292517007,DRUM_SUPPORTED,23.21995464854000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
377,137.09061224489795,F_MIX_00670,SELECTED,0,,,,,,[],1,F_MIX_00670,137.1138321995465,DRUM_SUPPORTED,23.21995464855000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
378,137.43891156462584,F_MIX_00672,SELECTED,0,,,,,,[],2,F_MIX_00672,137.47374149659865,DRUM_SUPPORTED,34.82993197281000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
379,137.81043083900227,F_MIX_00674,SELECTED,0,,,,,,[],1,F_MIX_00674,137.82204081632653,DRUM_SUPPORTED,11.60997732426000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
380,138.15873015873015,F_MIX_00675,SELECTED,0,,,,,,[],1,F_MIX_00675,138.10068027210883,DRUM_SUPPORTED,-58.04988662132000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
381,138.50702947845804,F_MIX_00676,SELECTED,0,,,,,,[],1,F_MIX_00676,138.54185941043085,DRUM_SUPPORTED,34.82993197281000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
382,138.87854875283446,F_MIX_00677,SELECTED,0,,,,,,[],1,F_MIX_00677,138.79727891156463,DRUM_SUPPORTED,-81.26984126983000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
383,139.22684807256235,F_MIX_00679,SELECTED,0,,,,,,[],2,F_MIX_00679,139.26167800453516,DRUM_SUPPORTED,34.82993197281000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
384,139.59836734693877,F_MIX_00681,SELECTED,0,,,,,,[],1,F_MIX_00681,139.6215873015873,DRUM_SUPPORTED,23.21995464853000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
385,139.94666666666666,F_MIX_00683,SELECTED,0,,,,,,[],1,F_MIX_00683,139.9698866213152,DRUM_SUPPORTED,23.21995464854000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
386,140.31818594104308,F_MIX_00684,SELECTED,0,,,,,,[],1,F_MIX_00684,140.21369614512471,DRUM_SUPPORTED,-104.48979591837000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
387,140.6897052154195,F_MIX_00686,SELECTED,0,,,,,,[],1,F_MIX_00686,140.70131519274378,DRUM_SUPPORTED,11.60997732428000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
388,141.0380045351474,F_MIX_00687,SELECTED,0,,,,,,[],1,F_MIX_00687,141.0612244897959,DRUM_SUPPORTED,23.2199546485000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
389,141.40952380952382,F_MIX_00689,SELECTED,0,,,,,,[],1,F_MIX_00689,141.42113378684806,DRUM_SUPPORTED,11.60997732424000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
390,141.78104308390022,F_MIX_00691,SELECTED,0,,,,,,[],1,F_MIX_00691,141.79265306122448,DRUM_SUPPORTED,11.60997732426000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
391,142.12934240362813,F_MIX_00692,SELECTED,0,,,,,,[],2,F_MIX_00692,142.12934240362813,DRUM_SUPPORTED,0E-14,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
392,142.50086167800453,F_MIX_00694,SELECTED,0,,,,,,[],1,F_MIX_00694,142.4428117913832,DRUM_SUPPORTED,-58.04988662133000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
393,142.87238095238095,F_MIX_00695,SELECTED,0,,,,,,[],1,F_MIX_00695,142.86077097505668,DRUM_SUPPORTED,-11.60997732427000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
394,143.22068027210884,F_MIX_00697,SELECTED,0,,,,,,[],1,F_MIX_00697,143.2322902494331,DRUM_SUPPORTED,11.60997732426000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
395,143.59219954648526,F_MIX_00699,SELECTED,0,,,,,,[],1,F_MIX_00699,143.60380952380953,DRUM_SUPPORTED,11.60997732427000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
396,143.94049886621315,F_MIX_00700,SELECTED,0,,,,,,[],1,F_MIX_00700,143.9637188208617,DRUM_SUPPORTED,23.21995464855000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
397,144.28879818594103,F_MIX_00701,SELECTED,0,,,,,,[],1,F_MIX_00702,144.32362811791384,DRUM_SUPPORTED,34.82993197281000,CONTEXT,[],DRUM_ONLY,False,UNRESOLVED,
398,144.66031746031746,F_MIX_00703,SELECTED,0,,,,,,[],0,,,,,,[],NEITHER,False,UNRESOLVED,
399,145.00861678004534,F_MIX_00704,SELECTED,0,,,,,,[],1,F_MIX_00705,145.04344671201815,DRUM_SUPPORTED,34.82993197281000,CONTEXT,[],DRUM_ONLY,False,UNRESOLVED,
400,145.38013605442177,F_MIX_00706,SELECTED,0,,,,,,[],1,F_MIX_00706,145.29886621315194,DRUM_SUPPORTED,-81.26984126983000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
401,145.72843537414965,F_MIX_00708,SELECTED,0,,,,,,[],2,F_MIX_00708,145.76326530612246,DRUM_SUPPORTED,34.82993197281000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
402,146.09995464852608,F_MIX_00710,SELECTED,0,,,,,,[],1,F_MIX_00710,146.13478458049886,DRUM_SUPPORTED,34.82993197278000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
403,146.44825396825397,F_MIX_00711,SELECTED,0,,,,,,[],1,F_MIX_00711,146.49469387755101,DRUM_SUPPORTED,46.43990929704000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
404,146.79655328798185,F_MIX_00713,SELECTED,0,,,,,,[],0,,,,,,[],NEITHER,False,UNRESOLVED,
405,147.16807256235828,F_MIX_00717,SELECTED,0,,,,,,[],1,F_MIX_00718,147.20290249433106,DRUM_SUPPORTED,34.82993197278000,CONTEXT,[],DRUM_ONLY,False,UNRESOLVED,
406,147.51637188208616,F_MIX_00720,SELECTED,0,,,,,,[],0,,,,,,[],NEITHER,False,UNRESOLVED,
407,147.8878911564626,F_MIX_00725,SELECTED,0,,,,,,[],1,F_MIX_00725,147.9111111111111,DRUM_SUPPORTED,23.2199546485000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
408,148.23619047619047,F_MIX_00728,SELECTED,0,,,,,,[],1,F_MIX_00729,148.2942403628118,DRUM_SUPPORTED,58.04988662133000,CONTEXT,[],DRUM_ONLY,False,UNRESOLVED,
409,148.58448979591836,F_MIX_00731,SELECTED,0,,,,,,[],1,F_MIX_00730,148.5380498866213,DRUM_SUPPORTED,-46.43990929706000,CONTEXT,[],DRUM_ONLY,False,UNRESOLVED,
410,148.95600907029478,F_MIX_00732,SELECTED,0,,,,,,[],0,,,,,,[],NEITHER,False,UNRESOLVED,
411,149.30430839002267,F_MIX_00735,SELECTED,0,,,,,,[],0,,,,,,[],NEITHER,False,UNRESOLVED,
412,149.65260770975055,F_MIX_00737,SELECTED,0,,,,,,[],1,F_MIX_00738,149.7338775510204,DRUM_SUPPORTED,81.26984126985000,CONTEXT,[],DRUM_ONLY,False,UNRESOLVED,
413,150.02412698412698,F_MIX_00740,SELECTED,0,,,,,,[],2,F_MIX_00740,150.0125170068027,DRUM_SUPPORTED,-11.60997732428000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
414,150.3956462585034,F_MIX_00743,SELECTED,0,,,,,,[],2,F_MIX_00743,150.37242630385487,DRUM_SUPPORTED,-23.21995464853000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
415,150.7439455782313,F_MIX_00745,SELECTED,0,,,,,,[],1,F_MIX_00746,150.81360544217688,DRUM_SUPPORTED,69.65986394558000,CONTEXT,[],DRUM_ONLY,False,UNRESOLVED,
416,151.11546485260772,F_MIX_00748,SELECTED,0,,,,,,[],1,F_MIX_00749,151.18512471655328,DRUM_SUPPORTED,69.65986394556000,CONTEXT,[],DRUM_ONLY,False,UNRESOLVED,
417,151.48698412698414,F_MIX_00750,SELECTED,0,,,,,,[],0,,,,,,[],NEITHER,False,UNRESOLVED,
418,151.85850340136054,F_MIX_00752,SELECTED,0,,,,,,[],1,F_MIX_00752,151.7772335600907,DRUM_SUPPORTED,-81.26984126984000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
419,152.23002267573696,F_MIX_00753,SELECTED,0,,,,,,[],1,F_MIX_00754,152.276462585034,DRUM_SUPPORTED,46.43990929704000,CONTEXT,[],DRUM_ONLY,False,UNRESOLVED,
420,152.6015419501134,F_MIX_00756,SELECTED,0,,,,,,[],1,F_MIX_00757,152.6595918367347,DRUM_SUPPORTED,58.0498866213000,CONTEXT,[],DRUM_ONLY,False,UNRESOLVED,
421,152.99628117913832,F_MIX_00758,SELECTED,0,,,,,,[],1,F_MIX_00758,153.01950113378686,DRUM_SUPPORTED,23.21995464854000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
422,153.36780045351475,F_MIX_00759,SELECTED,0,,,,,,[],1,F_MIX_00759,153.37941043083902,DRUM_SUPPORTED,11.60997732427000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
423,153.73931972789114,F_MIX_00760,SELECTED,0,,,,,,[],1,F_MIX_00760,153.73931972789114,DRUM_SUPPORTED,0E-14,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
424,154.08761904761906,F_MIX_00762,SELECTED,0,,,,,,[],1,F_MIX_00762,154.11083900226757,DRUM_SUPPORTED,23.21995464851000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
425,154.45913832199545,F_MIX_00763,SELECTED,0,,,,,,[],1,F_MIX_00763,154.47074829931972,DRUM_SUPPORTED,11.60997732427000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
426,154.83065759637188,F_MIX_00765,SELECTED,0,,,,,,[],1,F_MIX_00765,154.84226757369615,DRUM_SUPPORTED,11.60997732427000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
427,155.17895691609976,F_MIX_00767,SELECTED,0,,,,,,[],1,F_MIX_00767,155.19056689342403,DRUM_SUPPORTED,11.60997732427000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
428,155.52725623582765,F_MIX_00769,SELECTED,0,,,,,,[],2,F_MIX_00769,155.50403628117914,DRUM_SUPPORTED,-23.21995464851000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
429,155.89877551020408,F_MIX_00771,SELECTED,0,,,,,,[],1,F_MIX_00771,155.91038548752834,DRUM_SUPPORTED,11.60997732426000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
430,156.24707482993196,F_MIX_00773,SELECTED,0,,,,,,[],2,F_MIX_00773,156.2702947845805,DRUM_SUPPORTED,23.21995464854000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
431,156.6185941043084,F_MIX_00775,SELECTED,0,,,,,,[],1,F_MIX_00775,156.6185941043084,DRUM_SUPPORTED,0E-13,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
432,156.96689342403627,F_MIX_00776,SELECTED,0,,,,,,[],1,F_MIX_00776,156.88562358276644,DRUM_SUPPORTED,-81.26984126983000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
433,157.3384126984127,F_MIX_00777,SELECTED,0,,,,,,[],1,F_MIX_00777,157.35002267573697,DRUM_SUPPORTED,11.60997732427000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
434,157.70993197278912,F_MIX_00779,SELECTED,0,,,,,,[],2,F_MIX_00779,157.73315192743763,DRUM_SUPPORTED,23.21995464851000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
435,158.08145124716555,F_MIX_00781,SELECTED,0,,,,,,[],1,F_MIX_00781,158.0930612244898,DRUM_SUPPORTED,11.60997732425000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
436,158.45297052154194,F_MIX_00782,SELECTED,0,,,,,,[],1,F_MIX_00782,158.4645804988662,DRUM_SUPPORTED,11.60997732426000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
437,158.80126984126983,F_MIX_00784,SELECTED,0,,,,,,[],1,F_MIX_00784,158.83609977324264,DRUM_SUPPORTED,34.82993197281000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
438,159.17278911564625,F_MIX_00786,SELECTED,0,,,,,,[],2,F_MIX_00786,159.18439909297052,DRUM_SUPPORTED,11.60997732427000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
439,159.54430839002268,F_MIX_00789,SELECTED,0,,,,,,[],1,F_MIX_00789,159.55591836734695,DRUM_SUPPORTED,11.60997732427000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
440,159.9158276643991,F_MIX_00792,SELECTED,0,,,,,,[],0,,,,,,[],NEITHER,False,UNRESOLVED,
441,160.264126984127,F_MIX_00794,SELECTED,0,,,,,,[],1,F_MIX_00794,160.2873469387755,DRUM_SUPPORTED,23.2199546485000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
442,160.61242630385487,F_MIX_00795,SELECTED,0,,,,,,[],1,F_MIX_00795,160.6356462585034,DRUM_SUPPORTED,23.21995464853000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
443,160.9839455782313,F_MIX_00798,SELECTED,0,,,,,,[],1,F_MIX_00798,161.03038548752835,DRUM_SUPPORTED,46.43990929705000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
444,161.33224489795919,F_MIX_00801,SELECTED,0,,,,,,[],0,,,,,,[],NEITHER,False,UNRESOLVED,
445,161.68054421768707,F_MIX_00804,SELECTED,0,,,,,,[],2,F_MIX_00804,161.62249433106575,DRUM_SUPPORTED,-58.04988662132000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
446,162.0520634920635,F_MIX_00807,SELECTED,0,,,,,,[],1,F_MIX_00807,162.09850340136055,DRUM_SUPPORTED,46.43990929705000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
447,162.40036281179138,F_MIX_00808,SELECTED,0,,,,,,[],1,F_MIX_00808,162.4584126984127,DRUM_SUPPORTED,58.04988662132000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
448,162.7718820861678,F_MIX_00810,SELECTED,0,,,,,,[],1,F_MIX_00809,162.70222222222222,DRUM_SUPPORTED,-69.65986394558000,CONTEXT,[],DRUM_ONLY,False,UNRESOLVED,
449,163.14340136054423,F_MIX_00813,SELECTED,0,,,,,,[],2,F_MIX_00813,163.178231292517,DRUM_SUPPORTED,34.82993197277000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
450,163.51492063492063,F_MIX_00814,SELECTED,0,,,,,,[],0,,,,,,[],NEITHER,False,UNRESOLVED,
451,163.88643990929705,F_MIX_00815,SELECTED,0,,,,,,[],1,F_MIX_00816,163.92126984126983,DRUM_SUPPORTED,34.82993197278000,CONTEXT,[],DRUM_ONLY,False,UNRESOLVED,
452,164.23473922902494,F_MIX_00817,SELECTED,0,,,,,,[],1,F_MIX_00818,164.281179138322,DRUM_SUPPORTED,46.43990929706000,CONTEXT,[],DRUM_ONLY,False,UNRESOLVED,
453,164.60625850340136,F_MIX_00821,SELECTED,0,,,,,,[],2,F_MIX_00821,164.62947845804987,DRUM_SUPPORTED,23.21995464851000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
454,164.9777777777778,F_MIX_00823,SELECTED,0,,,,,,[],0,,,,,,[],NEITHER,False,UNRESOLVED,
455,165.34929705215418,F_MIX_00824,SELECTED,0,,,,,,[],1,F_MIX_00824,165.37251700680272,DRUM_SUPPORTED,23.21995464854000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
456,165.6975963718821,F_MIX_00826,SELECTED,0,,,,,,[],1,F_MIX_00826,165.73242630385488,DRUM_SUPPORTED,34.82993197278000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
457,166.0691156462585,F_MIX_00828,SELECTED,0,,,,,,[],1,F_MIX_00828,166.09233560090703,DRUM_SUPPORTED,23.21995464853000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
458,166.41741496598638,F_MIX_00830,SELECTED,0,,,,,,[],1,F_MIX_00830,166.4522448979592,DRUM_SUPPORTED,34.82993197282000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
459,166.7889342403628,F_MIX_00832,SELECTED,0,,,,,,[],1,F_MIX_00832,166.71927437641725,DRUM_SUPPORTED,-69.65986394555000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
460,167.1372335600907,F_MIX_00834,SELECTED,0,,,,,,[],1,F_MIX_00834,167.16045351473923,DRUM_SUPPORTED,23.21995464853000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
461,167.4855328798186,F_MIX_00837,SELECTED,0,,,,,,[],1,F_MIX_00837,167.5203628117914,DRUM_SUPPORTED,34.8299319728000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
462,167.8338321995465,F_MIX_00838,SELECTED,0,,,,,,[],0,,,,,,[],NEITHER,False,UNRESOLVED,
463,168.2053514739229,F_MIX_00840,SELECTED,0,,,,,,[],1,F_MIX_00840,168.25179138321997,DRUM_SUPPORTED,46.43990929707000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
464,168.5536507936508,F_MIX_00842,SELECTED,0,,,,,,[],2,F_MIX_00842,168.60009070294785,DRUM_SUPPORTED,46.43990929705000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
465,168.9251700680272,F_MIX_00844,SELECTED,0,,,,,,[],2,F_MIX_00844,168.94839002267574,DRUM_SUPPORTED,23.21995464854000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
