note_id,role,family_id,possible_family_ids,harmonic_number,cents_error,reason,root_score,native_hypothesis
BP_0046,POSSIBLE_ROOT_FRAGMENT,HF030,"[""HF030""]",1,0.0,same-MIDI current-family continuation within two output frames,0.8747602105140686,"{""note_id"": ""BP_0046"", ""onset_s"": ""57.70901859410431"", ""offset_s"": ""58.12697777777778"", ""midi_pitch"": ""28"", ""amplitude"": ""0.6560531854629517"", ""pitch_bends"": ""[2, 2, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 1, 1, 1]"", ""onset"": 57.70901859410431, ""offset"": 58.12697777777778, ""pitch"": 28, ""amp"": 0.6560531854629517, ""frequency_hz"": 41.20344461410875}"
BP_0047,HARMONIC_HYPOTHESIS,HF030,"[""HF030""]",2,0.0,frequency-compatible active family; separate higher note remains alternative,0.4374140501022339,"{""note_id"": ""BP_0047"", ""onset_s"": ""57.72062857142857"", ""offset_s"": ""57.917998185941045"", ""midi_pitch"": ""40"", ""amplitude"": ""0.4374140501022339"", ""pitch_bends"": ""[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"", ""onset"": 57.72062857142857, ""offset"": 57.917998185941045, ""pitch"": 40, ""amp"": 0.4374140501022339, ""frequency_hz"": 82.4068892282175}"
BP_0048,ROOT_HYPOTHESIS,HF031,"[""HF031""]",1,0.0,new observed pitch incompatible with active harmonic families,0.6077776551246643,"{""note_id"": ""BP_0048"", ""onset_s"": ""58.12697777777778"", ""offset_s"": ""58.3707873015873"", ""midi_pitch"": ""29"", ""amplitude"": ""0.6077776551246643"", ""pitch_bends"": ""[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2]"", ""onset"": 58.12697777777778, ""offset"": 58.3707873015873, ""pitch"": 29, ""amp"": 0.6077776551246643, ""frequency_hz"": 43.653528929125486}"
BP_0049,ROOT_HYPOTHESIS,HF032,"[""HF032""]",1,0.0,new observed pitch incompatible with active harmonic families,0.6273314952850342,"{""note_id"": ""BP_0049"", ""onset_s"": ""58.44044716553288"", ""offset_s"": ""58.75391655328798"", ""midi_pitch"": ""33"", ""amplitude"": ""0.6273314952850342"", ""pitch_bends"": ""[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"", ""onset"": 58.44044716553288, ""offset"": 58.75391655328798, ""pitch"": 33, ""amp"": 0.6273314952850342, ""frequency_hz"": 55.0}"
BP_0050,ROOT_HYPOTHESIS,HF033,"[""HF033""]",1,0.0,new observed pitch incompatible with active harmonic families,0.3947725296020508,"{""note_id"": ""BP_0050"", ""onset_s"": ""58.846796371882085"", ""offset_s"": ""59.173159637188206"", ""midi_pitch"": ""46"", ""amplitude"": ""0.3947725296020508"", ""pitch_bends"": ""[1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 1, 1, 1, 2, 2, 1, 1, 1, 1]"", ""onset"": 58.846796371882085, ""offset"": 59.173159637188206, ""pitch"": 46, ""amp"": 0.3947725296020508, ""frequency_hz"": 116.54094037952248}"
BP_0051,ROOT_HYPOTHESIS,HF034,"[""HF034""]",1,0.0,new observed pitch incompatible with active harmonic families,0.55931556224823,"{""note_id"": ""BP_0051"", ""onset_s"": ""58.88162630385487"", ""offset_s"": ""59.207989569161"", ""midi_pitch"": ""34"", ""amplitude"": ""0.55931556224823"", ""pitch_bends"": ""[1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"", ""onset"": 58.88162630385487, ""offset"": 59.207989569161, ""pitch"": 34, ""amp"": 0.55931556224823, ""frequency_hz"": 58.27047018976124}"
BP_0052,HARMONIC_HYPOTHESIS,HF034,"[""HF034""]",2,0.0,frequency-compatible active family; separate higher note remains alternative,0.6399059891700745,"{""note_id"": ""BP_0052"", ""onset_s"": ""59.173159637188206"", ""offset_s"": ""59.44018911564626"", ""midi_pitch"": ""46"", ""amplitude"": ""0.6399059891700745"", ""pitch_bends"": ""[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 0]"", ""onset"": 59.173159637188206, ""offset"": 59.44018911564626, ""pitch"": 46, ""amp"": 0.6399059891700745, ""frequency_hz"": 116.54094037952248}"
BP_0053,ROOT_HYPOTHESIS,HF035,"[""HF035""]",1,0.0,new observed pitch incompatible with active harmonic families,0.6125054955482483,"{""note_id"": ""BP_0053"", ""onset_s"": ""59.41696916099773"", ""offset_s"": ""59.614338775510205"", ""midi_pitch"": ""39"", ""amplitude"": ""0.6125054955482483"", ""pitch_bends"": ""[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"", ""onset"": 59.41696916099773, ""offset"": 59.614338775510205, ""pitch"": 39, ""amp"": 0.6125054955482483, ""frequency_hz"": 77.78174593052023}"
BP_0054,POSSIBLE_ROOT_FRAGMENT,HF035,"[""HF035""]",1,0.0,same-MIDI current-family continuation within two output frames,0.7243692278862,"{""note_id"": ""BP_0054"", ""onset_s"": ""59.614338775510205"", ""offset_s"": ""59.881368253968255"", ""midi_pitch"": ""39"", ""amplitude"": ""0.7243692278862"", ""pitch_bends"": ""[2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"", ""onset"": 59.614338775510205, ""offset"": 59.881368253968255, ""pitch"": 39, ""amp"": 0.7243692278862, ""frequency_hz"": 77.78174593052023}"
BP_0055,ROOT_HYPOTHESIS,HF036,"[""HF036""]",1,0.0,new observed pitch incompatible with active harmonic families,0.6306832432746887,"{""note_id"": ""BP_0055"", ""onset_s"": ""59.927808163265304"", ""offset_s"": ""60.20644761904762"", ""midi_pitch"": ""34"", ""amplitude"": ""0.6306832432746887"", ""pitch_bends"": ""[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1]"", ""onset"": 59.927808163265304, ""offset"": 60.20644761904762, ""pitch"": 34, ""amp"": 0.6306832432746887, ""frequency_hz"": 58.27047018976124}"
BP_0056,ROOT_HYPOTHESIS,HF037,"[""HF037""]",1,0.0,new observed pitch incompatible with active harmonic families,0.6224748492240906,"{""note_id"": ""BP_0056"", ""onset_s"": ""60.21805759637188"", ""offset_s"": ""60.55474693877551"", ""midi_pitch"": ""41"", ""amplitude"": ""0.6224748492240906"", ""pitch_bends"": ""[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]"", ""onset"": 60.21805759637188, ""offset"": 60.55474693877551, ""pitch"": 41, ""amp"": 0.6224748492240906, ""frequency_hz"": 87.30705785825097}"
BP_0057,ROOT_HYPOTHESIS,HF038,"[""HF038""]",1,0.0,new observed pitch incompatible with active harmonic families,0.6716662645339966,"{""note_id"": ""BP_0057"", ""onset_s"": ""60.67084671201814"", ""offset_s"": ""60.91594013605442"", ""midi_pitch"": ""42"", ""amplitude"": ""0.6716662645339966"", ""pitch_bends"": ""[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"", ""onset"": 60.67084671201814, ""offset"": 60.91594013605442, ""pitch"": 42, ""amp"": 0.6716662645339966, ""frequency_hz"": 92.4986056779086}"
BP_0058,ROOT_HYPOTHESIS,HF039,"[""HF039""]",1,0.0,new observed pitch incompatible with active harmonic families,0.665841817855835,"{""note_id"": ""BP_0058"", ""onset_s"": ""60.91594013605442"", ""offset_s"": ""61.05525986394558"", ""midi_pitch"": ""43"", ""amplitude"": ""0.665841817855835"", ""pitch_bends"": ""[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"", ""onset"": 60.91594013605442, ""offset"": 61.05525986394558, ""pitch"": 43, ""amp"": 0.665841817855835, ""frequency_hz"": 97.99885899543733}"
BP_0059,POSSIBLE_ROOT_FRAGMENT,HF039,"[""HF039""]",1,0.0,same-MIDI current-family continuation within two output frames,0.668583333492279,"{""note_id"": ""BP_0059"", ""onset_s"": ""61.06686984126984"", ""offset_s"": ""61.26423945578232"", ""midi_pitch"": ""43"", ""amplitude"": ""0.668583333492279"", ""pitch_bends"": ""[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"", ""onset"": 61.06686984126984, ""offset"": 61.26423945578232, ""pitch"": 43, ""amp"": 0.668583333492279, ""frequency_hz"": 97.99885899543733}"
BP_0060,ROOT_HYPOTHESIS,HF040,"[""HF040""]",1,0.0,new observed pitch incompatible with active harmonic families,0.7665325999259949,"{""note_id"": ""BP_0060"", ""onset_s"": ""61.33389931972789"", ""offset_s"": ""61.53126893424036"", ""midi_pitch"": ""47"", ""amplitude"": ""0.7665325999259949"", ""pitch_bends"": ""[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"", ""onset"": 61.33389931972789, ""offset"": 61.53126893424036, ""pitch"": 47, ""amp"": 0.7665325999259949, ""frequency_hz"": 123.47082531403103}"
BP_0061,POSSIBLE_ROOT_FRAGMENT,HF040,"[""HF040""]",1,0.0,same-MIDI current-family continuation within two output frames,0.647739589214325,"{""note_id"": ""BP_0061"", ""onset_s"": ""61.53126893424036"", ""offset_s"": ""61.67058866213152"", ""midi_pitch"": ""47"", ""amplitude"": ""0.647739589214325"", ""pitch_bends"": ""[1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2]"", ""onset"": 61.53126893424036, ""offset"": 61.67058866213152, ""pitch"": 47, ""amp"": 0.647739589214325, ""frequency_hz"": 123.47082531403103}"
BP_0062,ROOT_HYPOTHESIS,HF041,"[""HF041""]",1,0.0,new observed pitch incompatible with active harmonic families,0.8277449607849121,"{""note_id"": ""BP_0062"", ""onset_s"": ""61.70541859410431"", ""offset_s"": ""61.86795827664399"", ""midi_pitch"": ""48"", ""amplitude"": ""0.8277449607849121"", ""pitch_bends"": ""[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"", ""onset"": 61.70541859410431, ""offset"": 61.86795827664399, ""pitch"": 48, ""amp"": 0.8277449607849121, ""frequency_hz"": 130.8127826502993}"
BP_0063,POSSIBLE_ROOT_FRAGMENT,HF041,"[""HF041""]",1,0.0,same-MIDI current-family continuation within two output frames,0.6816993951797485,"{""note_id"": ""BP_0063"", ""onset_s"": ""61.86795827664399"", ""offset_s"": ""62.04210793650793"", ""midi_pitch"": ""48"", ""amplitude"": ""0.6816993951797485"", ""pitch_bends"": ""[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"", ""onset"": 61.86795827664399, ""offset"": 62.04210793650793, ""pitch"": 48, ""amp"": 0.6816993951797485, ""frequency_hz"": 130.8127826502993}"
BP_0064,ROOT_HYPOTHESIS,HF042,"[""HF042""]",1,0.0,new observed pitch incompatible with active harmonic families,0.5931293368339539,"{""note_id"": ""BP_0064"", ""onset_s"": ""62.181427664399095"", ""offset_s"": ""62.42523718820861"", ""midi_pitch"": ""52"", ""amplitude"": ""0.5931293368339539"", ""pitch_bends"": ""[3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"", ""onset"": 62.181427664399095, ""offset"": 62.42523718820861, ""pitch"": 52, ""amp"": 0.5931293368339539, ""frequency_hz"": 164.81377845643496}"
BP_0065,ROOT_HYPOTHESIS,HF043,"[""HF043""]",1,0.0,new observed pitch incompatible with active harmonic families,0.6705843806266785,"{""note_id"": ""BP_0065"", ""onset_s"": ""62.92575011337868"", ""offset_s"": ""63.16955963718821"", ""midi_pitch"": ""52"", ""amplitude"": ""0.6705843806266785"", ""pitch_bends"": ""[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2]"", ""onset"": 62.92575011337868, ""offset"": 63.16955963718821, ""pitch"": 52, ""amp"": 0.6705843806266785, ""frequency_hz"": 164.81377845643496}"
