GT_event_id,take,string,condition,expected_pitch,GT_onset,GT_lower_bound,GT_upper_bound,matched_BP_event_id,BP_MIDI_pitch,BP_onset,BP_offset,match_classification,signed_error_ms,absolute_error_ms,interval_relation,notes,candidate_ids,source_wav,clip_id
GAL09_20260914_S3_A_F_R05,20260914_0038,A,forte,33,61.32950113378685,61.32840136054422,61.33060090702948,T10_N008,33,61.3275873015873,74.98990793650793,CORRECT_PITCH_MATCH,-1.9138321995484375,1.9138321995484375,BEFORE,"1 exact-pitch, 0 octave-equivalent, 1 total persistent hypotheses; no timing-error ranking",T10_N008,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0038 [2026-09-14 173542].wav,T10
GAL09_20260914_S3_A_F_R06,20260914_0038,A,forte,33,75.38784353741497,75.38684353741496,75.38884353741497,T10_N007,33,75.40786712018141,87.89758004535148,CORRECT_PITCH_MATCH,20.02358276644145,20.02358276644145,AFTER,"1 exact-pitch, 0 octave-equivalent, 2 total persistent hypotheses; no timing-error ranking",T10_N007,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0038 [2026-09-14 173542].wav,T10
GAL09_20260914_S3_A_F_R07,20260914_0038,A,forte,33,88.35957369614512,88.35799319727892,88.36115419501134,,,,,MULTIPLE_BP_CANDIDATES,,,,"2 exact-pitch, 0 octave-equivalent, 2 total persistent hypotheses; no timing-error ranking",T10_N006;T10_N016,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0038 [2026-09-14 173542].wav,T10
GAL09_20260914_S3_A_F_R08,20260914_0038,A,forte,33,101.48722222222223,101.48622222222222,101.48922222222222,T10_N005,33,101.50185079365079,114.03671972789115,CORRECT_PITCH_MATCH,14.628571428559667,14.628571428559667,AFTER,"1 exact-pitch, 0 octave-equivalent, 1 total persistent hypotheses; no timing-error ranking",T10_N005,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0038 [2026-09-14 173542].wav,T10
GAL09_20260914_S3_A_F_R09,20260914_0038,A,forte,33,114.48792063492064,114.48663265306122,114.48920861678005,,,,,MULTIPLE_BP_CANDIDATES,,,,"2 exact-pitch, 0 octave-equivalent, 2 total persistent hypotheses; no timing-error ranking",T10_N003;T10_N004,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0038 [2026-09-14 173542].wav,T10
GAL09_20260914_S3_A_F_R10,20260914_0038,A,forte,33,126.98481179138322,126.98381179138322,126.98581179138321,,,,,MULTIPLE_BP_CANDIDATES,,,,"2 exact-pitch, 0 octave-equivalent, 3 total persistent hypotheses; no timing-error ranking",T10_N001;T10_N002,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0038 [2026-09-14 173542].wav,T10
GAL09_20260914_S3_D_F_R01,20260914_0039,D,forte,38,3.0000600907029478,2.9990385487528344,3.001081632653061,T11_N018,38,2.996658049886621,18.09989977324263,CORRECT_PITCH_MATCH,-3.402040816326668,3.402040816326668,BEFORE,"1 exact-pitch, 2 octave-equivalent, 3 total persistent hypotheses; no timing-error ranking",T11_N018,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0039 [2026-09-14 173828].wav,T11
GAL09_20260914_S3_D_F_R02,20260914_0039,D,forte,38,18.839131519274375,18.83812471655329,18.840138321995465,T11_N014,38,18.8313283446712,32.40076916099773,CORRECT_PITCH_MATCH,-7.803174603175478,7.803174603175478,BEFORE,"1 exact-pitch, 1 octave-equivalent, 2 total persistent hypotheses; no timing-error ranking",T11_N014,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0039 [2026-09-14 173828].wav,T11
GAL09_20260914_S3_D_F_R03,20260914_0039,D,forte,38,32.890408163265306,32.88939455782313,32.89142176870748,T11_N013,38,32.88838820861678,44.47123900226757,CORRECT_PITCH_MATCH,-2.019954648524447,2.019954648524447,BEFORE,"1 exact-pitch, 2 octave-equivalent, 3 total persistent hypotheses; no timing-error ranking",T11_N013,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0039 [2026-09-14 173828].wav,T11
GAL09_20260914_S3_D_F_R04,20260914_0039,D,forte,38,44.48887981859411,44.4878798185941,44.489879818594105,T11_N012,38,44.47123900226757,57.762040362811796,CORRECT_PITCH_MATCH,-17.64081632653358,17.64081632653358,BEFORE,"1 exact-pitch, 1 octave-equivalent, 2 total persistent hypotheses; no timing-error ranking",T11_N012,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0039 [2026-09-14 173828].wav,T11
GAL09_20260914_S3_D_F_R05,20260914_0039,D,forte,38,58.15675510204082,58.155755102040814,58.15775510204082,T11_N011,38,58.145169614512476,70.11114965986395,CORRECT_PITCH_MATCH,-11.585487528343208,11.585487528343208,BEFORE,"1 exact-pitch, 3 octave-equivalent, 4 total persistent hypotheses; no timing-error ranking",T11_N011,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0039 [2026-09-14 173828].wav,T11
GAL09_20260914_S3_D_F_R06,20260914_0039,D,forte,38,70.42487074829933,70.42387074829932,70.42587074829932,T11_N009,38,70.40139909297052,83.77347029478457,CORRECT_PITCH_MATCH,-23.47165532880524,23.47165532880524,BEFORE,"1 exact-pitch, 2 octave-equivalent, 3 total persistent hypotheses; no timing-error ranking",T11_N009,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0039 [2026-09-14 173828].wav,T11
GAL09_20260914_S3_D_F_R07,20260914_0039,D,forte,38,84.13780045351474,84.13680045351474,84.13880045351473,T11_N007,38,84.13337959183673,96.77273832199546,CORRECT_PITCH_MATCH,-4.420861678013921,4.420861678013921,BEFORE,"1 exact-pitch, 3 octave-equivalent, 4 total persistent hypotheses; no timing-error ranking",T11_N007,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0039 [2026-09-14 173828].wav,T11
GAL09_20260914_S3_D_F_R08,20260914_0039,D,forte,38,97.161052154195,97.16005215419501,97.16205215419501,T11_N005,38,97.15586757369614,110.66725850340136,CORRECT_PITCH_MATCH,-5.184580498863056,5.184580498863056,BEFORE,"1 exact-pitch, 1 octave-equivalent, 2 total persistent hypotheses; no timing-error ranking",T11_N005,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0039 [2026-09-14 173828].wav,T11
GAL09_20260914_S3_D_F_R09,20260914_0039,D,forte,38,110.9905283446712,110.9895283446712,110.9915283446712,T11_N004,38,110.98072789115646,124.91007800453515,CORRECT_PITCH_MATCH,-9.800453514742458,9.800453514742458,BEFORE,"1 exact-pitch, 4 octave-equivalent, 5 total persistent hypotheses; no timing-error ranking",T11_N004,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0039 [2026-09-14 173828].wav,T11
GAL09_20260914_S3_D_F_R10,20260914_0039,D,forte,38,124.91488888888888,124.91388888888889,124.91588888888889,T11_N001,38,124.91007800453515,139.64180045351475,CORRECT_PITCH_MATCH,-4.810884353730671,4.810884353730671,BEFORE,"1 exact-pitch, 1 octave-equivalent, 4 total persistent hypotheses; no timing-error ranking",T11_N001,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0039 [2026-09-14 173828].wav,T11
GAL09_20260914_S3_G_F_R01,20260914_0040,G,forte,43,3.622231292517007,3.621231292517007,3.6232312925170067,T12_N035,43,3.623596825396825,16.25262947845805,CORRECT_PITCH_MATCH,1.365532879818332,1.365532879818332,AFTER,"1 exact-pitch, 3 octave-equivalent, 8 total persistent hypotheses; no timing-error ranking",T12_N035,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0040 [2026-09-14 174102].wav,T12
GAL09_20260914_S3_G_F_R02,20260914_0040,G,forte,43,16.91738888888889,16.916362811791384,16.919414965986395,T12_N031,43,16.914398185941042,29.530536961451247,CORRECT_PITCH_MATCH,-2.9907029478479785,2.9907029478479785,BEFORE,"1 exact-pitch, 1 octave-equivalent, 4 total persistent hypotheses; no timing-error ranking",T12_N031,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0040 [2026-09-14 174102].wav,T12
GAL09_20260914_S3_G_F_R03,20260914_0040,G,forte,43,30.12917120181406,30.12770068027211,30.13064172335601,T12_N029,43,30.123929705215417,40.8115283446712,CORRECT_PITCH_MATCH,-5.241496598642925,5.241496598642925,BEFORE,"1 exact-pitch, 2 octave-equivalent, 10 total persistent hypotheses; no timing-error ranking",T12_N029,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0040 [2026-09-14 174102].wav,T12
GAL09_20260914_S3_G_F_R04,20260914_0040,G,forte,43,41.13533106575964,41.13433106575964,41.136331065759634,T12_N026,43,41.13660770975057,52.4872589569161,CORRECT_PITCH_MATCH,1.2766439909341898,1.2766439909341898,AFTER,"1 exact-pitch, 1 octave-equivalent, 7 total persistent hypotheses; no timing-error ranking",T12_N026,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0040 [2026-09-14 174102].wav,T12
GAL09_20260914_S3_G_F_R05,20260914_0040,G,forte,43,52.70017006802721,52.69917006802721,52.70217006802721,T12_N021,43,52.69623854875284,63.96561995464852,CORRECT_PITCH_MATCH,-3.9315192743742955,3.9315192743742955,BEFORE,"1 exact-pitch, 3 octave-equivalent, 5 total persistent hypotheses; no timing-error ranking",T12_N021,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0040 [2026-09-14 174102].wav,T12
GAL09_20260914_S3_G_F_R06,20260914_0040,G,forte,43,64.20776190476191,64.2067619047619,64.2087619047619,T12_N019,43,64.19781950113378,77.0925977324263,CORRECT_PITCH_MATCH,-9.942403628130592,9.942403628130592,BEFORE,"1 exact-pitch, 2 octave-equivalent, 13 total persistent hypotheses; no timing-error ranking",T12_N019,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0040 [2026-09-14 174102].wav,T12
GAL09_20260914_S3_G_F_R07,20260914_0040,G,forte,43,77.51651700680272,77.51551700680272,77.51751700680272,T12_N015,43,77.51184081632654,88.57095873015874,CORRECT_PITCH_MATCH,-4.676190476175179,4.676190476175179,BEFORE,"1 exact-pitch, 1 octave-equivalent, 6 total persistent hypotheses; no timing-error ranking",T12_N015,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0040 [2026-09-14 174102].wav,T12
GAL09_20260914_S3_G_F_R08,20260914_0040,G,forte,43,89.14338321995464,89.1422380952381,89.1445283446712,T12_N011,43,89.13984761904763,100.33956916099773,CORRECT_PITCH_MATCH,-3.5356009070142136,3.5356009070142136,BEFORE,"1 exact-pitch, 1 octave-equivalent, 12 total persistent hypotheses; no timing-error ranking",T12_N011,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0040 [2026-09-14 174102].wav,T12
GAL09_20260914_S3_G_F_R09,20260914_0040,G,forte,43,100.33377437641724,100.33253514739229,100.33501360544217,T12_N009,43,100.33956916099773,113.17629750566893,CORRECT_PITCH_MATCH,5.794784580487544,5.794784580487544,AFTER,"1 exact-pitch, 2 octave-equivalent, 5 total persistent hypotheses; no timing-error ranking",T12_N009,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0040 [2026-09-14 174102].wav,T12
GAL09_20260914_S3_G_F_R10,20260914_0040,G,forte,43,113.52374376417234,113.52274376417233,113.52474376417234,T12_N007,43,113.52588072562358,127.39718095238095,CORRECT_PITCH_MATCH,2.136961451242314,2.136961451242314,AFTER,"1 exact-pitch, 4 octave-equivalent, 14 total persistent hypotheses; no timing-error ranking",T12_N007,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0040 [2026-09-14 174102].wav,T12
